objectid,title,object_location,display_template,Institution,date,image_thumb
SJCFC-4-22-1,"Saint-Jean, Collège Universitaire 1975 - 1976",https://archive.org/details/SJCFC-4-22-1,item,Campus Saint-Jean,1976,https://archive.org/services/img/SJCFC-4-22-1
letempsfait1976csj,Le temps fuit (annuaire/yearbook),https://archive.org/details/letempsfait1976csj,item,Campus Saint-Jean,1976,https://archive.org/services/img/letempsfait1976csj
annuairescsj1980csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1980csj,item,Campus Saint-Jean,1980,https://archive.org/services/img/annuairescsj1980csj
annuairescsj1981csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1981csj,item,Campus Saint-Jean,1981,https://archive.org/services/img/annuairescsj1981csj
SJCFC-4-25-1,"Saint-Jean, Faculté - 1983 (75e anniversaire).",https://archive.org/details/SJCFC-4-25-1,item,Campus Saint-Jean,1983,https://archive.org/services/img/SJCFC-4-25-1
annuairescsj1987csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1987csj,item,Campus Saint-Jean,1987,https://archive.org/services/img/annuairescsj1987csj
SJCFC-4-26-1,Saint-Jean - Faculté - 1986-87,https://archive.org/details/SJCFC-4-26-1,item,Campus Saint-Jean,1987,https://archive.org/services/img/SJCFC-4-26-1
annuairescsj1989csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1989csj,item,Campus Saint-Jean,1989,https://archive.org/services/img/annuairescsj1989csj
SJCFC-4-26-2,"Saint-Jean, Faculté 1989",https://archive.org/details/SJCFC-4-26-2,item,Campus Saint-Jean,1989,https://archive.org/services/img/SJCFC-4-26-2
annuairescsj1990csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1990csj,item,Campus Saint-Jean,1990,https://archive.org/services/img/annuairescsj1990csj
SJCFC-5-27-1,"Saint-Jean, Faculté - 1991 [ document, album souvenir, ]",https://archive.org/details/SJCFC-5-27-1,item,Campus Saint-Jean,1991,https://archive.org/services/img/SJCFC-5-27-1
annuairescsj1991csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1991csj,item,Campus Saint-Jean,1991,https://archive.org/services/img/annuairescsj1991csj
annuairescsj1993csj,Annuaires - Faculté Saint-Jean 1980-1993 (includes Votre regard sur l‚Äôavenir),https://archive.org/details/annuairescsj1993csj,item,Campus Saint-Jean,1993,https://archive.org/services/img/annuairescsj1993csj
